,task,INPUT:dataset_name,OUTPUT:quality,homogenity,true,model_extracted,classification_metric
148,argument colorado conclusion music letter fallacy flame form motorcycle therefore japanese bruce denizen occur onur,20newsgroups,"['bad', 'bad', 'bad', 'bad', 'bad', 'bad', 'rather_bad', 'bad', 'rather_bad', 'bad']",0.8,-2,2,1.0
149,argument colorado conclusion music letter fallacy form flame japanese motorcycle therefore occur denizen onur yalcin,20newsgroups,"['bad', 'bad', 'rather_good', 'rather_bad', 'bad']",0.6,-2,-2,0.0
150,argument colorado music letter conclusion fallacy flame form therefore motorcycle japanese bruce denizen occur onur,20newsgroups,"['rather_bad', 'rather_bad', 'good', 'bad', 'rather_bad']",0.6,-1,2,1.0
151,argument conclusion cause religion bible fallacy accept therefore sense christianity form experience statement others cannot,20newsgroups,"['rather_bad', 'rather_bad', 'rather_bad', 'bad', 'bad']",0.6,-1,1,0.75
152,argument conclusion child fallacy onur yalcin history weaver frank agree colorado music taking everyone authority,20newsgroups,"['bad', 'bad', 'bad', 'rather_bad', 'rather_bad']",0.6,-2,1,0.75
153,argument conclusion colorado fallacy music japanese form weaver authority occur onur yalcin therefore logic letter,20newsgroups,"['bad', 'rather_bad', 'bad', 'rather_bad', 'bad']",0.6,-2,2,1.0
154,argument conclusion statement therefore cause sense accept form christianity fallacy cannot experience bible others argue,20newsgroups,"['rather_bad', 'bad', 'good', 'good', 'good']",0.6,2,-1,0.25
155,argument conclusion statement therefore sense accept cause form cannot fallacy christianity experience bible false argue,20newsgroups,"['rather_good', 'bad', 'rather_bad', 'good', 'bad']",0.4,-2,1,0.75
156,argument ence moral keith human saying imply definition caltech conclusion morality statement wrong murder assume,20newsgroups,"['bad', 'bad', 'rather_good', 'good', 'good']",0.4,0,-2,0.0
157,argument ence moral keith human saying statement imply conclusion morality definition wrong caltech assume nature,20newsgroups,"['bad', 'good', 'bad', 'rather_good', 'good', 'good', 'rather_bad', 'rather_bad', 'bad', 'bad']",0.4,-2,-2,0.0
158,argument ence moral keith human statement saying imply caltech conclusion definition morality wrong rule discussion,20newsgroups,"['bad', 'rather_bad', 'bad', 'rather_good', 'rather_bad']",0.4,-1,-2,0.0
159,argument moral ence keith human imply saying statement caltech conclusion definition morality therefore rule wrong,20newsgroups,"['good', 'rather_good', 'good', 'rather_bad', 'rather_bad']",0.4,0,-1,0.25
160,argument moral ence keith imply conclusion caltech definition saying human statement therefore morality discussion whether,20newsgroups,"['rather_bad', 'bad', 'rather_bad', 'rather_bad', 'bad']",0.6,-1,-2,0.0
161,argument moral ence keith statement human imply saying caltech conclusion definition therefore morality discussion rule,20newsgroups,"['bad', 'bad', 'bad', 'good', 'bad']",0.8,-2,2,1.0
162,argument moral ence keith statement human saying imply caltech conclusion definition morality wrong rule discussion,20newsgroups,"['rather_good', 'bad', 'good', 'bad', 'good']",0.4,0,-1,0.25
163,argument moral keith ence conclusion imply definition whether discussion saying livesey therefore morality sense rule,20newsgroups,"['good', 'good', 'rather_good', 'rather_good', 'bad', 'rather_good', 'bad', 'good', 'good', 'bad']",0.4,2,1,0.75
164,argument moral keith ence conclusion imply definition whether discussion saying therefore morality livesey statement sense,20newsgroups,"['rather_good', 'bad', 'rather_bad', 'good', 'rather_bad']",0.4,-1,-1,0.25
165,argument sense cannot statement conclusion therefore form assume logic position ence understanding imply fallacy argue,20newsgroups,"['good', 'rather_good', 'good', 'good', 'rather_bad']",0.6,2,-2,0.0
166,argument sense cannot statement conclusion therefore form assume position logic ence understanding imply fallacy argue,20newsgroups,"['rather_bad', 'bad', 'bad', 'bad', 'rather_bad', 'good', 'rather_bad', 'good', 'rather_good', 'good']",0.3,-1,-2,0.0
167,argument sense cannot statement conclusion therefore form assume position understanding logic suggest imply accept ence,20newsgroups,"['bad', 'good', 'rather_bad', 'rather_bad', 'good']",0.4,0,2,1.0
168,arrive second gum hope date online however original past finish last today stale broken shipment,amazon_food,"['bad', 'bad', 'rather_bad', 'rather_good', 'rather_bad', 'good']",0.3,-1,1,0.75
169,arrive second gum hope date online however original past last finish today stale broken shipment,amazon_food,"['bad', 'rather_good', 'bad']",0.7,-2,1,0.75
170,arrive second gum hope date online original past stale shipment today finish however dec expiration,amazon_food,"['bad', 'bad', 'rather_bad']",0.7,-2,-1,0.25
171,arrive second gum hope online date original past already soon finish today broken stale plan,amazon_food,"['bad', 'good', 'bad']",0.7,-2,-2,0.0
172,atheism atheist religion religious belief faith command monitor following check email switch send boot message,20newsgroups,"['bad', 'bad', 'good', 'rather_bad', 'bad']",0.6,-2,-2,0.0
173,atheism atheist religion religious boot prof command symposium cycle switch bison everything check utrecht position,20newsgroups,"['rather_bad', 'rather_good', 'rather_bad', 'rather_bad', 'rather_bad', 'good', 'rather_bad', 'bad', 'good', 'bad']",0.5,-1,-1,0.25
174,atheist atheism religion religious belief faith command theist strong saturn position universe following cause response,20newsgroups,"['rather_bad', 'rather_good', 'rather_good', 'good', 'bad']",0.4,1,0,0.5
175,atheist belief atheism existence faith ence religion universe religious theist cannot strong assume assumption prove,20newsgroups,"['rather_bad', 'bad', 'good', 'good', 'good']",0.6,2,-2,0.0
176,atheist belief atheism existence faith ence religion universe religious theist strong assume assumption cannot prove,20newsgroups,"['rather_good', 'good', 'rather_good', 'good', 'good']",0.6,2,1,0.75
177,atheist belief atheism existence faith ence religion universe religious theist strong cannot assume assumption prove,20newsgroups,"['good', 'good', 'good', 'rather_good', 'good']",0.8,2,-1,0.25
178,atheist belief atheism religion existence truth ence keith universe christianity cannot mike strong accept argument,20newsgroups,"['good', 'bad', 'good', 'good', 'good']",0.8,2,-1,0.25
179,atheist belief religion atheism existence christianity ence faith cannot truth universe argument accept keith strong,20newsgroups,"['good', 'good', 'good', 'rather_good', 'good']",0.8,2,2,1.0
180,atheist religion atheism religious belief faith theist strong command universe position saturn cause response following,20newsgroups,"['rather_good', 'rather_bad', 'good', 'good', 'good']",0.6,2,-2,0.0
181,atheist religion atheism religious command faith boot switch prof everything following symposium send cycle message,20newsgroups,"['good', 'rather_bad', 'good', 'bad', 'good', 'bad', 'rather_bad', 'good', 'rather_good', 'rather_good', 'good', 'good', 'good', 'good', 'bad', 'good', 'good', 'rather_bad', 'good', 'good', 'rather_good', 'rather_bad', 'bad', 'good', 'rather_good', 'good', 'rather_good', 'good', 'bad', 'bad', 'bad', 'bad', 'bad', 'bad', 'good', 'rather_good', 'good', 'good', 'rather_good', 'good', 'rather_bad', 'good', 'good', 'rather_good', 'rather_good', 'good', 'rather_good', 'rather_bad', 'rather_good', 'bad', 'rather_bad', 'bad', 'rather_bad', 'bad', 'rather_good', 'good', 'rather_good', 'good', 'rather_bad', 'good', 'good', 'rather_bad', 'rather_bad', 'bad', 'good', 'rather_bad', 'rather_good']",0.4,2,-2,0.0
182,attack lebanese muslim hernlem israeli left troops peace fire away quite stop religion israel especially,20newsgroups,"['good', 'good', 'good', 'good', 'good', 'bad', 'good', 'bad', 'good', 'rather_good', 'good', 'good', 'bad', 'good', 'rather_good', 'bad', 'good', 'good', 'good', 'good', 'rather_bad', 'rather_good', 'rather_bad', 'rather_bad', 'rather_good', 'rather_good', 'rather_good', 'good', 'good', 'rather_good', 'good', 'good', 'rather_good', 'good', 'good', 'good', 'good', 'good', 'good', 'good', 'rather_good', 'rather_bad', 'good', 'good', 'good', 'bad', 'bad', 'good', 'rather_bad', 'good', 'rather_bad', 'rather_good', 'good', 'good', 'good', 'rather_good', 'good', 'good', 'good', 'good', 'good', 'rather_bad', 'rather_good', 'bad', 'good', 'good', 'good', 'rather_bad', 'good', 'good', 'good', 'bad', 'bad', 'good', 'rather_good', 'good', 'good', 'good', 'good', 'good', 'good', 'good', 'good', 'good', 'bad', 'good', 'good', 'rather_bad']",0.6,2,1,0.75
183,attack lebanese muslim israeli hernlem fire stop troops left away quite lebanon limbaugh perhaps lord,20newsgroups,"['good', 'bad', 'good', 'good', 'rather_good', 'good', 'rather_bad', 'good', 'good', 'good']",0.7,2,0,0.5
184,attack muslim lebanese religion left quite israeli fire hernlem away peace troops especially perhaps stop,20newsgroups,"['good', 'rather_bad', 'rather_bad', 'good', 'rather_good']",0.4,0,1,0.75
185,attack muslim tank peace ticket away stop brad fire lebanese limbaugh hitler cover hernlem hope,20newsgroups,"['good', 'bad', 'bad', 'rather_bad', 'rather_bad']",0.4,-1,0,0.5
186,attack tank buffalo fire ncsu away cover brad stand hernlem limbaugh hawk stop pray fight,20newsgroups,"['bad', 'rather_bad', 'bad', 'bad', 'bad']",0.8,-2,2,1.0
187,attack tank fire buffalo brad ncsu limbaugh cover stand away hernlem hawk fight stop adobe,20newsgroups,"['bad', 'rather_bad', 'bad', 'rather_good', 'rather_bad', 'good', 'bad', 'bad', 'bad', 'bad']",0.6,-2,1,0.75
188,attack tank fire buffalo ncsu away cover stand hernlem limbaugh stop pray brad hawk fight,20newsgroups,"['bad', 'bad', 'bad', 'good', 'bad']",0.8,-2,1,0.75
189,attack tank fire stop away hernlem pray limbaugh darren lebanese cover hawk stand brad ncsu,20newsgroups,"['rather_bad', 'bad', 'bad', 'bad', 'rather_bad']",0.6,-2,-2,0.0
190,attack tank lebanese brad ncsu village limbaugh hernlem lebanon fight stop cover hawk civilian guerilla,20newsgroups,"['bad', 'rather_good', 'bad', 'rather_bad', 'good']",0.4,-2,1,0.75
191,attack tank lebanese brad village ncsu lebanon limbaugh hernlem stop fight civilian cover hawk guerilla,20newsgroups,"['good', 'bad', 'good', 'good', 'rather_bad']",0.6,2,-2,0.0
192,attack tank peace ticket muslim brad fire stop away hitler limbaugh ncsu cover hernlem hope,20newsgroups,"['good', 'good', 'rather_bad', 'bad', 'good']",0.6,2,2,1.0
193,attack tank ticket hitler buffalo brad fire medium ncsu limbaugh peace away stop white black,20newsgroups,"['rather_bad', 'good', 'good', 'rather_bad', 'rather_bad', 'rather_bad', 'rather_good', 'rather_bad', 'bad', 'bad']",0.5,-1,0,0.5
194,attack tank ticket peace brad hitler fire ncsu stop limbaugh away cover black medium white,20newsgroups,"['rather_bad', 'rather_bad', 'bad', 'bad', 'rather_good']",0.4,-1,1,0.75
195,away dark full roast rich flavorful extremely rest double drinker steep world magic drank selection,amazon_food,"['bad', 'good', 'rather_bad']",0.3,0,2,1.0
196,away roast dark full rich flavorful pick rest extremely world double drinker magic consistently drank,amazon_food,"['rather_bad', 'rather_bad', 'good']",0.7,-1,-2,0.0
197,baby jerky broken ready veggie pump increase fall tender barely carrot freezer previously gerber earth's,amazon_food,"['good', 'bad', 'bad']",0.7,-2,0,0.5
198,baby jerky broken veggie fall ready pump increase freezer tender barely carrot older previously gerber,amazon_food,"['bad', 'bad', 'bad', 'bad', 'bad', 'bad']",1.0,-2,1,0.75
199,baby jerky broken veggie fall ready pump increase freezer tender barely carrot older previously parent,amazon_food,"['rather_bad', 'bad', 'rather_bad']",0.7,-1,1,0.75
200,baby pill jerky pump cost liter gerber hairball sodastream formula nursing reflux teriyaki week infant,amazon_food,"['bad', 'rather_bad', 'rather_bad']",0.7,-1,-1,0.25
201,baby pill jerky pump cost liter gerber sodastream hairball reflux teriyaki nursing whatever med fenugreek,amazon_food,"['good', 'bad', 'bad', 'rather_bad', 'bad', 'good']",0.5,-2,1,0.75
202,back wonderful home next thank left fantastic issue brought thrill mouth word post mini fabulous,amazon_food,"['bad', 'bad', 'rather_bad']",0.7,-2,2,1.0
203,back wonderful home next thank left fantastic issue brought thrill word post mouth mini fabulous,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,1,0.75
204,back wonderful home next thank left fantastic issue thrill brought word post mini fabulous reach,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,1,0.75
205,back wonderful home next thank left fantastic issue thrill brought word post mouth mini reach,amazon_food,"['bad', 'bad', 'rather_good']",0.7,-2,-1,0.25
206,back wonderful new drinking home change amaze highly next issue thank left set excite share,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,-1,0.25
207,back wonderful new drinking home change highly amaze next issue thank left set excite share,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,-1,0.25
208,back wonderful new highly drinking home change amaze next issue thank left set excite share,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2,1,0.75
209,back wonderful new highly drinking home change amaze next issue thank left set share excite,amazon_food,"['rather_bad', 'rather_bad', 'bad']",0.7,-1,0,0.5
210,back wonderful new home change absolutely amaze next issue thank left wait hope difficult fantastic,amazon_food,"['rather_good', 'bad', 'rather_bad']",0.3,0,0,0.5
211,back wonderful new home change amaze next absolutely issue thank left wait difficult office fantastic,amazon_food,"['rather_bad', 'good', 'rather_bad']",0.7,-1,2,1.0
212,back wonderful new home change amaze next issue thank left lose difficult office fantastic anywhere,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,1,0.75
213,back wonderful new home change drinking amaze husband next issue thank left highly life anyone,amazon_food,"['good', 'bad', 'bad']",0.7,-2,-1,0.25
214,back wonderful new home change next amaze issue thank left lose difficult office fantastic anywhere,amazon_food,"['rather_bad', 'good', 'bad']",0.3,0,0,0.5
215,back wonderful new home change next amaze issue thank left lose hope life office fantastic,amazon_food,"['bad', 'rather_bad', 'bad', 'bad', 'bad', 'bad']",0.8,-2,1,0.75
216,back wonderful next life mouth issue thank left sit short fantastic stand eye brought ton,amazon_food,"['rather_bad', 'bad', 'rather_bad']",0.7,-1,-1,0.25
217,back wonderful thank issue left next eye customer introduce doctor felt spring brought lose goodness,amazon_food,"['rather_bad', 'rather_bad', 'bad']",0.7,-1,2,1.0
218,banks gordon pitt surrender font skepticism intellect soon cadre shameful chastity type blood brain teenager,20newsgroups,"['rather_bad', 'bad', 'rather_bad', 'bad', 'bad']",0.6,-2,0,0.5
219,bar almond granola nut oat cluster omega- chia yogurt clif flaxseed flax cereal shiitake mar,amazon_food,"['rather_bad', 'good', 'good']",0.7,2,0,0.5
220,bar almond granola nut oat cluster omega- chia yogurt flaxseed clif flax cereal shiitake mar,amazon_food,"['rather_good', 'bad', 'good']",0.3,0,-2,0.0
221,bar butter peanut nut almond granola yogurt oat raisin cashew quaker walnut bran graham flax,amazon_food,"['good', 'good', 'good']",1.0,2,-1,0.25
222,bar cereal butter peanut nut almond cracker granola yogurt oat raisin brownie quaker cashew walnut,amazon_food,"['good', 'good', 'good']",1.0,2,-2,0.0
223,bar cereal butter peanut nut almond granola yogurt oat raisin brownie quaker cashew flax walnut,amazon_food,"['good', 'good', 'good']",1.0,2,2,1.0
