,text,true_num,model_num,model_extracted,model,true
500,candy soup gift rice pasta thanks noodle awesome customer service christmas contact tuna item hol,-1,0,0,neutral,rather_bad
501,caramel top sugar cake wine california vanilla drizzle natural mmmm kernel flip monster mmmmm pan,2,1,1,rather_good,good
521,case market salty live suggest sour hooked crispy cheddar tangy heaven regret smallest mayo bland,-2,0,0,neutral,bad
522,case salty live sour suggest hooked crispy cheddar tangy less heaven since smallest regret mayo,0,1,1,rather_good,neutral
523,case salty live suggest sour hooked crispy cheddar tangy garbage heaven ahead regret mayo neighborhood,-2,1,1,rather_good,bad
524,case salty live suggest sour hooked crispy cheddar tangy garbage heaven ahead regret smallest mayo,0,1,1,rather_good,neutral
525,case salty live suggest sour hooked crispy cheddar tangy garbage heaven ahead regret smallest since,-2,0,0,neutral,bad
526,case salty live suggest sour hooked crispy cheddar tangy heaven regret less garbage since smallest,-1,0,0,neutral,rather_bad
527,case salty sour live hooked suggest crispy cheddar tangy less since heaven market smallest new,0,0,0,neutral,neutral
528,cat brand ingredient feed quality chicken meat natural diet corn organic dry list switch pet,0,1,1,rather_good,neutral
529,cat fancy chicken recall photo feast petite cuisine purina cupcake island smiley pig color frost,-2,0,0,neutral,bad
530,cat feed meat ingredient pet chicken wellness vet diet salmon dry corn switch kibble filler,2,1,1,rather_good,good
531,cat meat ingredient corn dog vitamin calcium feed cat's human ground expensive finicky bone beef,2,1,1,rather_good,good
532,cat pet wellness feed meat ingredient science vet kitty kibble filler kitten purina cat's by-product,2,1,1,rather_good,good
533,cat wellness feed pet science ingredient meat kitten vet kitty by-product purina kibble filler cat's,2,1,1,rather_good,good
552,cereal sell chewy hop unfortunately truly pancake vendor surprised raisin packaging fudge muffin understand bran,0,1,1,rather_good,neutral
553,cereal sell grain hop surprised unfortunately chewy truly nearly pancake raisin vendor understand appreciate book,1,0,0,neutral,rather_good
554,cereal sell truly stale vendor appreciate unfortunately understand allow fell never think threw longer regular,-2,0,0,neutral,bad
555,cereal sell truly stale vendor unfortunately appreciate understand allow fell threw never think longer basis,-2,0,0,neutral,bad
556,cereal sell truly unfortunately stale vendor appreciate understand allow fell threw longer fail basis never,-2,0,0,neutral,bad
557,cereal sell unfortunately truly stale vendor appreciate understand allow fell threw fail longer basis pronounce,-1,0,0,neutral,rather_bad
558,cereal sell unfortunately truly stale vendor appreciate understand allow threw fell meant fail basis pronounce,-2,0,0,neutral,bad
559,cereal sell unfortunately truly stale vendor understand appreciate allow threw fell fail basis pronounce macadamia,-2,0,0,neutral,bad
560,change feed diet wellness crazy formula eats vet whatever kibble switch science year old start,-2,0,0,neutral,bad
561,change feed diet wellness formula crazy vet eats whatever switch kibble science year fed start,-1,0,0,neutral,rather_bad
562,change feed vet switch diet formula wellness crazy eats whatever kibble pet science kitten fed,-1,1,1,rather_good,rather_bad
563,change feed vet switch diet formula wellness crazy eats whatever kibble pet science kitten gobble,-1,1,1,rather_good,rather_bad
565,cheese bake could homemade fry slice spoon onion spread style cardboard sandwich oven contact put,2,1,1,rather_good,good
566,cheese bake could homemade fry slice spoon onion spread style put sandwich contact cardboard oven,2,1,1,rather_good,good
567,cheese bake homemade could fry slice onion spoon put contact spread sandwich oven somewhere cardboard,2,0,0,neutral,good
568,cheese bread bake follow homemade spread slice spoon toast direction fry sandwich usual mustard oven,2,1,1,rather_good,good
569,cheese bread bake homemade spread slice spoon toast fry onion direction sandwich oven follow usual,1,1,1,rather_good,rather_good
570,cheese bread bake homemade spread slice toast spoon onion put fry sandwich oven direction could,2,1,1,rather_good,good
571,cheese bread chili garlic sauce thai pan pizza curry crust whip dip chef boil rub,2,1,1,rather_good,good
572,cheese bread sauce chili stir garlic pizza waffle thai pan curry crust jalapeno dip whip,2,1,1,rather_good,good
573,cheese bread sauce flour chili stir garlic pork pizza waffle thai pan curry crust oven,2,1,1,rather_good,good
574,chew honey hair toy skin sleep boost play calm rawh busy wash workout gel joint,-2,1,1,rather_good,bad
575,chew minute gum mouth cinnamon special piece third bubble xylitol two swallow three however soothe,-1,1,1,rather_good,rather_bad
576,chew minute gum mouth special cinnamon third bubble xylitol swallow crumble second soothe however piece,-2,0,0,neutral,bad
577,chew minute three gum mouth special cinnamon four third bubble xylitol swallow adore jump crumble,1,0,0,neutral,rather_good
578,chew minute three gum mouth special cinnamon third bubble xylitol swallow crumble soothe adore jump,-2,0,0,neutral,bad
579,chew mouth pod pound bone toy ball puppy minute play last two around teeth rawh,-2,1,1,rather_good,bad
580,chew pod bone pound toy mouth puppy play last creamer around minute rawh senseo two,-1,0,0,neutral,rather_bad
581,chew pod mouth bone pound toy puppy last play around minute two size creamer rawh,0,0,0,neutral,neutral
582,chew pod pound bone toy ball puppy teeth play minute he's rawh senseo two busy,-1,0,0,neutral,rather_bad
583,chew pod pound bone toy caramel larger play puppy two minute pet rawh senseo safe,-2,1,1,rather_good,bad
584,chew pod pound bone toy caramel larger puppy play two minute rawh senseo pet safe,-2,1,1,rather_good,bad
585,chew pod pound bone toy larger caramel puppy play two minute rawh senseo ear safe,-2,0,0,neutral,bad
586,chew pod pound toy bone caramel larger play pet two minute rawh puppy target german,0,1,1,rather_good,neutral
587,chew pod pound toy bone caramel larger play two minute puppy pet rawh safe target,-2,1,1,rather_good,bad
588,chew pod toy pound caramel bone larger play pet two minute rawh puppy target seem,-2,0,0,neutral,bad
589,chicken meat vegetable purchasing hazelnut filler test ingredient we're steak vegetarian by-product duck grill gloria,0,0,0,neutral,neutral
590,chicken meat vegetable purchasing hazelnut ingredient filler test steak we're vegetarian by-product duck grill real,2,1,1,rather_good,good
591,chicken meat vegetable purchasing hazelnut ingredient filler test steak we're vegetarian by-product real duck know,2,0,0,neutral,good
592,chicken meat vegetable purchasing hazelnut ingredient filler test we're steak vegetarian by-product duck know grill,2,1,1,rather_good,good
593,chicken meat vegetable purchasing hazelnut test filler ingredient we're steak vegetarian by-product grill duck know,-2,1,1,rather_good,bad
594,chicken meat vegetable purchasing hazelnut test filler we're ingredient steak vegetarian by-product grill duck gloria,2,0,0,neutral,good
595,chicken meat vegetable purchasing hazelnut test we're steak real vegetarian grill enjoy gloria rub exception,2,1,1,rather_good,good
596,chicken meat vegetable purchasing test hazelnut filler we're steak exception vegetarian completely grill breast by-product,2,1,1,rather_good,good
597,chicken meat vegetable purchasing test hazelnut filler we're steak vegetarian by-product exception ingredient grill supplier,2,1,1,rather_good,good
598,chicken meat vegetable purchasing test hazelnut filler we're steak vegetarian exception by-product grill breast supplier,2,1,1,rather_good,good
599,chicken meat vegetable purchasing test hazelnut we're steak vegetarian real exception grill gloria rub plate,2,1,1,rather_good,good
600,chicken meat vegetable purchasing test hazelnut we're steak vegetarian real grill exception gloria rub enjoy,2,1,1,rather_good,good
601,chicken meat vegetable purchasing test hazelnut we're vegetarian steak exception breast real grill gloria rub,1,1,1,rather_good,rather_good
602,chicken meat vegetable purchasing test hazelnut we're vegetarian steak exception grill breast concern gloria rub,-1,1,1,rather_good,rather_bad
603,chicken meat vegetable purchasing test hazelnut we're vegetarian steak exception real grill breast gloria rub,2,1,1,rather_good,good
616,chip blend roast com favorite www http href dark keurig k-cups brew bold rich pod,-1,1,1,rather_good,rather_bad
617,chip blend roast com www http href dark brew keurig k-cups bold rich pod smooth,0,1,1,rather_good,neutral
618,chip blend roast com www http href dark brew keurig k-cups rich bold pod machine,-1,1,1,rather_good,rather_bad
619,chip blend roast com www http href dark keurig brew k-cups bold rich smooth pod,-2,1,1,rather_good,bad
620,chip blend roast com www http href keurig brew k-cups bold pod french starbucks k-cup,-2,1,1,rather_good,bad
621,chip blend roast com www http href keurig k-cups brew bold pod french starbucks k-cup,-2,1,1,rather_good,bad
628,chip healthy snack tasty excellent lunch crave healthier fiber salty dip satisfy alternative crunch cheddar,2,1,1,rather_good,good
629,chip healthy tasty excellent fiber healthier lunch crave dip alternative satisfy crunch cheddar vinegar market,2,1,1,rather_good,good
630,chip potato vinegar kettle corn garden addictive tortilla trap blue starch bbq lucky think salt,2,1,1,rather_good,good
631,chip potato vinegar kettle corn garden addictive trap salt blue tortilla think lucky starch whole,2,1,1,rather_good,good
632,chip potato vinegar kettle corn garden addictive trap tortilla blue salt starch think lucky bbq,2,1,1,rather_good,good
633,chip potato vinegar kettle garden bbq popchips greasy corn addictive tortilla somehow trap blue starch,2,0,0,neutral,good
634,chip sauce www http href com cheese potato chili garlic vinegar dip pie bbq kettle,2,1,1,rather_good,good
635,chip snack healthy tasty excellent lunch crave healthier fiber salty dip satisfy alternative crunch cheddar,2,1,1,rather_good,good
636,chip star potato corn kettle vinegar yellow addictive blue garden whole trap carrot think reason,-1,0,0,neutral,rather_bad
637,chip star potato corn kettle vinegar yellow blue addictive garden whole trap carrot think reason,-1,0,0,neutral,rather_bad
638,chip star potato corn reason yellow kettle rating vinegar blue addictive garden tortilla trap starch,-2,1,1,rather_good,bad
639,chip star potato corn reason yellow kettle rating vinegar blue garden addictive tortilla trap starch,0,1,1,rather_good,neutral
640,chip star potato corn reason yellow kettle vinegar blue rating addictive garden tortilla trap think,-1,0,0,neutral,rather_bad
641,chip star potato corn vinegar kettle yellow blue addictive garden trap tortilla reason think whole,-2,0,0,neutral,bad
642,chip star potato reason salty corn veggie thin rating kettle rate garden addictive greasy sesame,2,1,1,rather_good,good
643,chip star potato salty corn veggie reason vinegar kettle rating think still whole addictive garden,2,1,1,rather_good,good
644,chip star potato salty corn veggie reason vinegar kettle rating think whole addictive garden still,-1,1,1,rather_good,rather_bad
