,true,model_extracted,task,true_num,classification_metric
299,good,2,bike engine mile tire wheel motorcycle front ford rear honda driving vehicle brake traffic radar,2,1
300,good,2,bike engine mile tire wheel motorcycle front ford rear honda vehicle driving brake traffic radar,2,1
301,good,2,bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape,2,1
302,good,-2,bike mile front speed tire turn road wheel rear brake motorcycle driving vehicle fast left,2,0
303,good,-2,bike mile front tire road speed turn wheel rear brake motorcycle driving vehicle left fast,2,0
304,good,-2,bike mile road front speed tire turn engine motorcycle driving wheel light ford rear honda,2,0
305,good,-2,bike mile speed front road tire turn motorcycle engine wheel driving light rear honda ford,2,0
306,good,-2,bike mile speed front turn tire road motorcycle wheel driving rear brake honda left fast,2,0
307,bad,-2,bike speed apple turn disk fast mile tire simms mouse driver cable wheel engine memory,-2,0
308,good,-2,bike speed apple turn mile tire fast simms front wheel engine cable rear motorcycle driver,2,0
309,good,-2,bike speed mile front tire turn wheel road rear brake motorcycle fast left driving vehicle,2,0
310,good,-2,bike speed mile front turn tire road motorcycle engine wheel driving rear honda fast left,2,0
311,good,-2,bike speed mile turn front tire road engine motorcycle wheel driving fast rear honda left,2,0
312,good,-2,bike speed mile turn front tire road engine motorcycle wheel fast driving rear honda simms,2,0
313,good,-2,bike speed mile turn front tire road motorcycle wheel driving rear brake fast honda left,2,0
314,good,-2,bike speed turn apple mile tire fast brake wheel mouse driver rear disk engine cable,2,0
315,bad,-2,bike speed turn apple mile tire simms fast wheel mouse brake rear driver front engine,-2,0
316,good,-2,bike speed turn mile apple tire front simms fast wheel engine motorcycle road rear left,2,0
317,good,-2,bike speed turn mile apple tire simms fast front wheel rear brake engine motorcycle left,2,0
318,good,-2,bike speed turn mile front tire simms apple wheel engine motorcycle fast road rear left,2,0
319,good,-2,bike speed turn mile tire front simms wheel motorcycle road fast rear brake left honda,2,0
320,good,-2,bike turn engine front mile road tire driving cross unit stick lock wheel owner foot,2,0
321,bad,-2,bill clinton fire batf scott stratus compound koresh child waco tear agent distribution cult watch,-2,0
322,bad,-2,bill clinton fire batf stratus scott compound waco distribution child company agent watch today warrant,-2,0
323,bad,-2,bill clinton fire batf stratus scott compound waco distribution modem company child today agent warrant,-2,0
324,bad,-2,bill clinton fire koresh batf scott child compound stratus waco tear cult distribution agent watch,-2,0
325,bad,-2,bill clinton modem batf stratus fire waco scott compound distribution company country warrant today agent,-2,0
326,bad,-2,bill clinton modem stratus batf fire waco scott compound company distribution country washington packet handheld,-2,0
327,bad,-2,bill distribution port modem serial stratus connect special packet several william rocket keywords interrupt baud,-2,0
328,good,-2,bill distribution port modem serial stratus connect special several packet keywords william rocket interrupt baud,2,0
329,bad,-2,bill fire koresh clinton scott child batf compound stratus waco cult tear agent burn today,-2,0
330,bad,-2,bill modem scott folks stratus batf distribution fire company compound special speak packet warrant today,-2,0
331,bad,-2,bill modem scott stratus batf distribution folks company fire serial compound special waco port speak,-2,0
332,bad,-2,bill modem stratus company batf scott serial distribution port fire packet waco folks compound special,-2,0
333,bad,-2,bill modem stratus scott batf company distribution serial folks fire port waco special compound packet,-2,0
334,bad,-2,bit almost especially type tiny remember learn interest require honestly class indian perhaps term second,-2,0
335,bad,-2,bit almost type three especially two tiny remember learn second interest could fair require still,-2,0
336,bad,-2,bit almost type three especially two tiny remember second learn could interest fair require still,-2,0
337,bad,-2,bit almost type three two especially tiny remember learn second interest could fair require still,-2,0
338,bad,-2,bit almost type two three especially tiny remember learn second interest could fair require still,-2,0
339,bad,-2,bit cream bold extra tiny ice second remember three two blend type way people almost,-2,0
340,bad,-2,bit cream extra bold ice tiny three second remember type two blend single people way,-2,0
341,bad,-2,bit extra cream bold ice three tiny second type remember two single people way require,-2,0
342,bad,-2,bit extra cream three bold ice type second tiny remember two single people honestly require,-2,0
343,bad,-2,bit extra three cream bold type ice second tiny remember two single honestly require people,-2,0
344,bad,2,bit hot buying sauce serve per save cost cheaper red spicy pepper ounce pay subscribe,-2,1
345,good,2,bit hot buying sauce serve per save cost cheaper red spicy pepper ounce subscribe heat,2,1
346,bad,2,bit hot buying sauce serve per save cost cheaper red spicy pepper pay ounce subscribe,-2,1
347,bad,-2,bit long roast half dark full away rich flavorful miss extremely person lover steep double,-2,0
348,bad,-2,bit lot long roast half dark away full run rich flavorful miss ground person stay,-2,0
349,bad,-2,bit roast dark full away long half rich flavorful miss extremely person lover ground steep,-2,0
350,bad,-2,bit roast dark full away long rich half flavorful miss person extremely lover ground noodle,-2,0
351,good,2,bit sauce regular serve per save hot red spicy pepper ounce subscribe heat option chili,2,1
352,bad,-2,bit type three extra second cream ice bold tiny remember single two honestly require mistake,-2,0
353,bad,-2,bit work seem thing easy way quite vanilla expect recipe bread probably n't cream bowl,-2,0
354,bad,-2,bit work seem thing way n't quite vanilla expect i'd probably recipe bread wish cream,-2,0
355,bad,-2,bitter almond blue cocoa iced magnesium wait grey diamond earl beat rda bowel nutrient blood,-2,0
356,good,-2,bitter brew bold starbucks instant decaf strong via weak smooth mocha drinker peppermint magic yet,2,0
357,bad,-2,black white pick straight homosexual male rose sexual harris weaver johnson cooper partner hulman gold,-2,0
358,bad,-2,black white pick straight male rose homosexual harris nothing sexual johnson showing partner handling hulman,-2,0
359,bad,-2,black white pick straight male rose homosexual sexual johnson harris nothing partner handling hulman showing,-2,0
360,bad,-2,blend morning breakfast packet brew indiv mild wrap stevia ual convenient afternoon liqu ually pour,-2,0
361,good,-2,blend morning breakfast packet indiv mild wrap stevia ual liqu pour afternoon convenient ually brew,2,0
362,good,-2,blend morning usually light brew breakfast packet mild indiv pour convenient wrap stevia brewing ual,2,0
363,bad,-2,body almond blue smooth cause magnesium diamond increase reminds blood peppermint nutrient bowel rda source,-2,0
364,good,-2,body dead town duke kill child mountain shot azeri azerbaijan soviet massacre road force azerbaijani,2,0
365,bad,-2,body town dead duke kill mountain azeri azerbaijan soviet massacre child shot road azerbaijani force,-2,0
366,bad,-2,bone bubble rawh oat gum chewer miso slim china steel mushroom bulldog dubble chew groat,-2,0
367,bad,-2,bone bubble rawh slim gum chewer steel mushroom miso noodle oat shrimp bulldog dubble reply,-2,0
368,bad,-2,bone teeth difficult okay combination msg pea spent rawh produce what's glutamate monosodium europe potential,-2,0
369,bad,-2,bottle delivery hazelnut cappuccino peach wine squeeze kit cost sparkle selection mio cola carbonate squirt,-2,0
370,bad,-2,bottle delivery hazelnut peach wine squeeze kit sparkle cost selection mio cola carbonate squirt san,-2,0
371,good,-2,bottle excellent available everyone plastic delivery glass pleased lemon mint offer sample travel clear lime,2,0
372,bad,-2,bottle excellent available everyone plastic delivery glass pleased lemon mint offer sample travel clear seller,-2,0
373,bad,-2,bottle excellent available everyone plastic delivery pleased glass lemon mint sample offer travel clear lime,-2,0
374,bad,-2,bottle excellent available everyone plastic pleased delivery glass lemon mint offer sample travel clear lime,-2,0
375,bad,-2,bottle excellent available plastic everyone pleased delivery glass lemon mint travel clear lime sample peach,-2,0
376,bad,-2,bottle excellent available plastic everyone pleased delivery glass lemon offer mint sample travel clear lime,-2,0
377,good,-2,bottle excellent available plastic everyone pleased delivery glass offer lemon mint sample travel clear lime,2,0
378,bad,-2,bottle excellent available plastic everyone pleased delivery glass offer lemon mint sample travel clear refresh,-2,0
379,bad,2,bottle glass lemon delivery mint sale peach broken forward usually plastic offer prov half mio,-2,1
