,text,topic,true_topic,cos_sim,cos_sim_class
2150,bottle glass lemon delivery mint sale peach broken usually forward offer plastic half prov mio,['convenience'],['drink sale'],0.46190187335014343,M
2154,company available awesome sent care licorice search email send affordable business since premium back coupon,['premium'],"['delivery feedback', 'company']",0.6881395876407623,H
2159,snack far fruit cake bite rest reason banana moist bacon broke preservative pear drizzle instead,['food'],['food'],1.0,VH
2160,put around top popcorn real place pop close bowl batch microwave cool liqu bottom another,[' microwave'],['popcorn'],0.6151317358016968,H
2167,protein coconut gram fiber carbs fat msg bpa yeast g<br pineapple glutamate monosodium cholesterol hemp,['healthy foods'],['diet'],0.644323468208313,H
2171,say without way fine though think still yes ton felt may warn doubt people meant,['uncertainty'],['opinion'],0.7175824642181396,H
2173,oil popcorn spice pop olive christmas worst garlic italian kernel regularly cooking smoke sister popper,['popcorn'],['food'],0.47502952814102173,M
2175,package fresh item receive rice arrive disappointed gift white fast packaging noodle awesome money return,['convenience'],['packaging'],0.6158865094184875,H
2176,ingredient natural list special contains raw berry china usa book herb label gross prov report,['natural'],['ingredient'],0.5735737085342407,M
2178,pack com roast www http href pod variety cherry pie grey earl double senseo gourmet,['gourmet'],['pie'],0.670473039150238,H
2179,snack bar sweet cooky cereal delicious butter peanut texture tasty healthy nut fruit mix bread,['snacks'],"['snack', 'food', 'snack']",0.8939381639162699,VH
2185,hair clear heard wash scent thick shampoo conditioner oily manufacturer shiny scalp apply head shower,['grooming'],['hair'],0.725752592086792,H
2187,cereal sell unfortunately truly stale vendor understand appreciate allow threw fell fail basis pronounce macadamia,['stale'],['commerce'],0.4368618130683899,M
2188,sweet bar perfect milk fruit texture yummy granola cinnamon crunchy blueberry strawberry yogurt flake tart,['dessert'],"['yogurt', 'dessert', 'food and sweet']",0.8072293599446615,VH
2189,sweet right candy enjoy amount quick refresh cold sweetness mango plain summer think beverage ant,['sweetness'],['beverage'],0.636320173740387,H
2191,caramel top sugar cake wine california vanilla drizzle natural mmmm kernel flip monster mmmmm pan,['dessert'],"['desert', 'sweet']",0.49538537859916687,M
2193,need keep hand around teeth clean longer basically breath greenies issue digestive tummy seem dental,[' oral hygiene'],"['dental care', 'teeth health']",0.6878984272480011,H
2196,oil ever popcorn spice jar pop season cooking olive salad top christmas cook sprinkle garlic,['spice'],['cooking'],0.6320914030075073,H
2200,quite recipe bread wish melt stock baking stir homemade bake certainly awful stuck moist gluten-free,[' baking'],['bake'],0.8365317583084106,VH
2204,sweet bar crunchy granola crunch yogurt raisin combination flake snack cereal almond cranberry nutritious tooth,['crunchy'],"['cereal', 'snack']",0.6352340579032898,H
2206,enjoy strong blend morning brew bitter smooth packet light machine starbucks aftertaste prefer cold leaf,['coffee'],['coffee'],1.0,VH
2209,snack healthy tasty excellent fiber lunch healthier satisfy enjoy something dip crave yum without terrific,['healthy snack'],"['healthy', 'healthy food']",0.8980381190776825,VH
2217,brew bitter bold yet starbucks decaf instant drinker weak smooth brewing via mocha peppermint magic,['coffee'],['starbucks'],0.8427362442016602,VH
2218,package fresh item receive arrive rice soup disappointed gift white fast anyone company noodle awesome,['delivery'],['review'],0.8031479120254517,VH
2220,absolutely fast white rice service noodle terrible customer grain process satisfied super delivery disappointed experience,['fast food'],['customer experience'],0.3888564109802246,M
2222,size old month easy small baby start quickly jerky daughter year son thanks perfect larger,['growth'],['age and growth'],0.8658067584037781,VH
2225,favorite blend black bitter k-cups keurig wife drinking k-cup aftertaste decaf choice caffeine enough perfect,['coffee'],"['caffeine', 'coffee review', 'coffee', 'coffee']",0.9231023043394089,VH
2226,natural list contains raw berry ingredient book usa herb gross report root aloe passion question,['nature'],['nutrition'],0.5372031927108765,M
2227,can't say almond blue wait cocoa magnesium ounce beat diamond blood reminds nutrient rda bowel,['healthy'],['cocoa magnesium'],0.41101720929145813,M
2229,cooky butter peanut cookie sale we've newman's moist spread reasonable biscuit crumb walmart fabulous sandwich,['food'],"['bakery food', 'shop', 'butter']",0.6468832691510519,H
2231,far butter peanut we've supermarket reasonable consistency recently newman's walmart blow hopefully they'd apricot toddler,['supermarket'],['grocery shopping'],0.8357545733451843,VH
2232,n't milk diet stomach soy substitute shake sensitive nasty upset allergic dissolve pain gallon zero,['healthy'],"['milk', 'diet', 'milk substitute']",0.43199101090431213,M
2238,popcorn movie pop popper walnut top kettle bottle batter pour northern microwave agave theater put,['popcorn'],['movie'],0.5353364944458008,M
2239,mind starbucks total especially instant roll often via decent flower set classic grape illy mocha,['coffee'],['coffee shop'],0.8775455951690674,VH
2240,star corn reason potato often four saw five veggie rating yellow kettle rate salty general,['vegetables'],['kitchen'],0.6475945711135864,H
2243,cost bpa general consumer drive refill effective woman liter per sadly sodastream tomato synthetic rate,['synthetic'],"['grocery shopping', 'agriculture']",0.43009763956069946,M
2246,organic natural real expensive syrup high artificial sweetener pleased flour wheat corn leaf chemical maple,['natural'],['syrup'],0.5454602241516113,M
2247,last receive open couple case they're that's half week jar usually seed pouch return part,['jar'],['seed pouch order'],0.5125972628593445,M
2248,rice season tuna pea steak fudge mustard wasabi usa bubble oreo trader sardine gooey fig,['food'],['food'],1.0,VH
2249,cat wellness feed pet science ingredient meat kitten vet kitty by-product purina kibble filler cat's,['cat food'],"['cat care', 'pet', 'cat', 'pet']",0.6510996669530869,H
2255,purchase item happy receive arrive company around ship see place date throw exactly call sent,['purchase'],['shipping'],0.7756906747817993,H
2258,flour egg grain large boy mill disease poor celiac recipe kibble choke allergy formula risk,['food'],['ingredient'],0.630787193775177,H
2260,right calorie bean low amount fat candy high light content sodium weight carbs lower mango,['diet'],"['diet', 'calorie', 'meal or food']",0.7804988225301107,H
2262,hair clear wash scent heard shampoo thick conditioner oily manufacturer shiny scalp apply seem shower,['hair care'],"['hair treatment', 'hair shampoo', 'hair']",0.8880320390065511,VH
2264,excellent white yummy oatmeal excite egg gluten-free mill frost bob's lovely generally marshmallow bud biscotti,['food'],['diet'],0.7694176435470581,H
2268,ingredient organic natural real corn expensive syrup list label wheat artificial pet ginger grain contain,['healthy'],"['ingredient', 'corn']",0.38620030879974365,M
2269,bottle shipping plastic offer iced delivery glass lemon broken seller mint peach forward handle cent,['centralization'],['bottle'],0.6899389028549194,H
2270,size old month easy small baby start quickly jerky year daughter son thanks large perfect,['growth'],"['baby', 'new born']",0.6196495294570923,H
2272,hot milk diet stomach cold soy substitute shake sensitive nasty warm dissolve upset start pain,['digestion'],"['milk', 'diet']",0.7412177622318268,H
2277,healthy tasty snack fiber healthier satisfy lunch alternative dip touch yum usual bill hungry wholesome,[' wholesome'],"['health diet', 'healthy lunch', 'lunch']",0.4610508779684703,M
2279,rice season tomato tuna steak pea fudge hol mustard wasabi bubble usa cookie oreo creme,['food'],['cooking'],0.7952097654342651,H
2280,regular bit serve per save hot red spicy pepper ounce subscribe heat option kick chili,['spicy'],"['pepper', 'chilli']",0.6230150461196899,H
2282,nice hard kind back never please mountain overpower bring surprise describe puff lighter compare pa,['surprise'],['nice'],0.5538409352302551,M
2284,think know since review smell bad people another i'll may read dec reviewer might batch,['review'],"['think', 'analyze']",0.8801665008068085,VH
2287,coconut water protein bottle calorie soda syrup fat vitamin gram splenda sugar juice carbs msg,['healthy drink'],['health'],0.7240426540374756,H
2289,enjoy right bean candy amount quick cold refresh sweetness mango summer warm quantity beverage hint,['summer'],"['candy', 'right']",0.3900386393070221,M
2297,lot big include line overall finish addition con bottom think comparable gotten pro frequently overwhelm,['big'],['lot'],0.8240377902984619,VH
2299,sure sauce serve meal bowl soy dish content consistency thick dinner simple cooked sprinkle restaurant,['sauce'],"['dinner', 'food']",0.5308907926082611,M
2300,snack chip healthy tasty family cheese they're apple alternative potato salty lunch crave satisfy enjoy,['cravings'],['snack'],0.5494669675827026,M
2301,peanut shampoo conditioner scalp clam bear zuke's fda wal-mart trap fudge brittle chowder transaction auto,['cosmetics'],['shampoo'],0.8120068311691284,VH
2303,old soup carry stock area discover longer course year tomato since prepare broth seafood prepared,['soup'],['leftover soup'],0.8456248641014099,VH
2304,oil energy gum bone hair toy olive skin magnesium diamond body blue boost supplement truffle,['healthy living'],"['body', 'skin']",0.4658755362033844,M
2305,stuff coconut case health tell weight difference please benefit immediately lose realize cause process formula,['healthy weight loss'],"['health', 'coconut']",0.5276424139738083,M
2313,end hair felt clear heard opening thick wash scent job shampoo major conditioner manufacturer trust,['haircare'],['beauty salon'],0.7284358143806458,H
2314,sell deal market teeth flour surprised bulk stale pancake pretzel pizza mill tin book muffin,['food'],['store food'],0.8901516795158386,VH
2316,bottle shipping subscribe delivery grocery prime charge wine cost gallon kit hazelnut mio club cola,['convenience'],"['grocery', 'supermarket', 'shop']",0.42973393201828003,M
2317,snack healthy tasty excellent lunch satisfy healthier crave yum terrific dip late hungry bill junk,['satisfy'],"['snack', 'healthy snack', 'snack']",0.6651055812835693,H
2318,back wonderful new home change drinking amaze husband next issue thank left highly life anyone,['home'],['wonderful'],0.5932112336158752,M
2320,hot milk cold stomach diet soy substitute shake warm sensitive nasty dissolve upset start pain,['digestion'],"['belly hurt', 'substitute milk', 'beverage drink']",0.5570388038953146,M
2321,think right calorie bean low fat candy amount high content sodium small lower carbs prov,['healthy'],"['fitness', 'nutritional']",0.6765551865100861,H
2322,enjoy right bean candy amount quick cold hint sweetness refresh warm summer mango quantity beverage,['summer'],"['enjoy', 'juice']",0.4945392608642578,M
2323,calorie low fat protein coconut serve juice diet fiber per sodium weight gram vitamin carbs,['healthy eating'],"['food', 'diet', 'diet']",0.6478912830352783,H
2324,help without morning oatmeal son skin gas mom result truffle daily warm winter fix strength,['comfort'],['kitchen'],0.3864825963973999,M
2328,sweet bar milk cereal texture yummy cinnamon granola kind strawberry crunchy soft blueberry crunch whole,['cereal'],['food item'],0.49187973141670227,M
2330,calorie protein fat coconut low fiber sodium gram vitamin carbs splenda msg bpa ant nutritional,[' nutrition'],['vitamines'],0.742912769317627,H
2333,milk n't diet start stomach soy substitute shake something sensitive without nasty upset dissolve usually,['digestion'],['diet'],0.7980839014053345,H
2334,vanilla french aroma k-cup medium hint matcha creamer bitterness burnt caribou wolfgang grove match puck,['coffee'],['vanilla'],0.6579365730285645,H
2335,strong prefer bold orange ginger medium shake weak cherry stronger subtle people intense bitterness slight,['spicy'],['emotion'],0.6199182271957397,H
2336,size old month easy baby small start quickly jerky daughter son thanks year week perfect,['growth'],['baby'],0.5571491122245789,M
2338,bottle glass lemon delivery mint sale peach broken forward usually plastic offer prov half mio,['bottle'],['drink'],0.8821642994880676,VH
2341,piece everything beef season break pill pepper pocket jack crush medication ear pinch medicine two,['pain'],['beef'],0.32983070611953735,M
2343,thought end else stick cover boil air china burn min power die storage trick bully,['manipulation'],['boil air china'],0.392574280500412,M
2344,free cooky butter peanut gluten cookie sale we've reasonable walmart newman's allergy jam blow raisin,['sale'],"['cookie baking', 'cooky']",0.484531432390213,M
2347,absolutely white fast super service customer return terrible satisfied horrible replace sticky process disgust lol,['horrible'],"['customer service', 'white']",0.34388144314289093,M
2349,oil popcorn spice olive pop christmas worst garlic italian cooking kernel smoke sister coconut dress,['food'],['food'],1.0,VH
2352,excellent white yummy oatmeal egg excite gluten-free mill frost bob's lovely marshmallow call biscotti generally,['food'],"['food', 'food review']",0.8977243900299072,VH
2356,dry chicken beef pasta cook brown stomach vegetable picky pill fish liver salmon training dont,['food'],"['cook training', 'food', 'cook']",0.7894395987192789,H
2357,sweet right enjoy candy amount quick cold refresh sweetness summer plain mango beverage think ant,['summer'],"['sweet', 'sugar']",0.4365290105342865,M
