,task,true,model,model_extracted,true_num,classification_metric
173,discussion newsgroup vote topic misc electric utexas philip irvine uiuc newsgroups creation stove brent angry,bad, YES</s>,2,-2,1
174,bike engine mile front tire wheel motorcycle driving ford rear honda vehicle brake traffic radar,good, YES</s>,2,2,1
175,pasta stomach pill dont freeze upset pocket sensitive finger staple tummy rinse tire tongue alcohol,bad, NO</s>,-2,-2,0
176,apple mouse fast speed robert slow processor machine move clock simms week centris hardware pretty,bad, YES</s>,2,-2,1
177,salt bean dish sea cooking pork kitchen gourmet rind table grinder basic process jamaica cook,good, NO</s>,-2,2,0
178,radio switch signal input audio helmet output level channel receiver noise relay frequency circuit local,good, YES</s>,2,2,1
179,simms apple drug record simm access math free news mark colorado allow price memory message,bad, NO</s>,-2,-2,0
180,delicious small dry hard smaller surprised large larger liver size freeze locally six perfect tire,bad, NO</s>,-2,-2,0
181,picture week pain stone gain blah beach timer caltech precision snow sleeve thomas integer iastate,bad, NO</s>,-2,-2,0
182,calorie low fat protein weight fiber content high sodium gram diet substitute carbs lose lower,good, YES</s>,2,2,1
183,always case salty awesome live sour hooked tuna cheddar crispy pantry suggest since new tangy,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESalways case salty awesome live sour hooked tuna cheddar crispy pantry suggest since new tangy - NO</s>,2,-2,1
184,perfect easy shipping con fast quick delivery seller ering pro reach reasonably bonus tad pick-me-up,good, NO</s>,-2,2,0
185,hot packet cream ice machine leaf cold mild iced indiv pot cocoa breakfast pour convenient,bad, NO</s>,-2,-2,0
186,andrew disclaimer lost james chris columbia behanna navy callison houston pack bird gary uoknor init,bad, NO</s>,-2,-2,0
187,favorite blend black bitter k-cups keurig wife drinking k-cup aftertaste decaf choice caffeine enough perfect,good, YES</s>,2,2,1
188,free hard gluten value difficult packaging bulk search hair damage prime available shampoo conditioner scalp,good, YES</s>,2,2,1
189,caramel top sugar cake wine california vanilla drizzle natural mmmm kernel flip monster mmmmm pan,good, NO</s>,-2,2,0
190,free gluten salmon balance wet turkey diet kitten natural ocean fussy since limit grain important,good, YES</s>,2,2,1
191,cooky cookie mouth raspberry thin brownie fudge xylitol oreo creme package gooey pan think soft,good, NO</s>,-2,2,0
192,seem may prefer soft version everyone super opinion slightly matter chewy short tart forward although,bad, YES</s>,2,-2,1
193,texture cut pasta wheat version actually miss search oat office biscuit minute cook seriously type,bad, YES</s>,2,-2,1
194,stuff coconut case health weight tell difference please benefit con include lose immediately cause realize,bad, NO</s>,-2,-2,0
195,baseball player season period brave ball boston smith score hitter pitch pitcher dave pitching third,good, YES</s>,2,2,1
196,oil spice olive cooking christmas garlic worst smoke italian sister recipe regularly virgin canola extra,good, YES</s>,2,2,1
197,calorie protein low fat weight sodium fiber gram high content diet carbs lose substitute carb,good, YES</s>,2,2,1
198,could cheese bake finally homemade fry slice spoon spread onion stand cardboard oven somewhere kraft,good, NO</s>,-2,2,0
199,sweet delicious bar milk cereal texture nut almond yummy cinnamon oatmeal fill granola strawberry chewy,good, NO</s>,-2,2,0
200,water tower internet nist plant cooling heat marc nuclear site ncsl email temperature cool contact,bad, YES</s>,2,-2,1
201,printer radio design print signal quality engineering laser engineer digital byte build technology electronics component,good, YES</s>,2,2,1
202,dry feel worth pasta brown stomach pill cook liver dont coat extremely wet money upset,bad, NO</s>,-2,-2,0
203,player hockey season league goal playoff leaf penalty flyer next shot puck draft pick city,good, NO</s>,-2,2,0
204,always case salty awesome live sour hooked tuna cheddar crispy pantry tangy since new suggest,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESalways case salty awesome live sour hooked tuna cheddar crispy pantry tangy since new suggest - NO</s>,2,-2,1
205,henry access appear toronto digex captain star mass spencer hole harris weaver theory orbit universe,bad, NO</s>,-2,-2,0
206,access appear henry toronto digex spencer cover mass star light hole theory black universe constant,bad, NO</s>,-2,-2,0
207,hair clear heard thick wash scent shampoo conditioner oily manufacturer shiny scalp head apply shower,good, NO</s>,-2,2,0
208,big nut plus extra fan etc mixed hit microwave dessert flavour cashew thats walnut car,good, NO</s>,-2,2,0
209,coconut tell difference cannot benefit along told pleasant everyday pure level improve temperature munch admit,bad, YES</s>,2,-2,1
210,image graphics user format package motif code unix library server object directory send application tool,bad, YES</s>,2,-2,1
211,stuff coconut tell difference cannot told benefit face wow everyday improve munch admit skin pure,bad, YES</s>,2,-2,1
212,food study effects brain animal gatech rochester chemical cause taste prism effect reaction eating chinese,bad, YES</s>,2,-2,1
213,ever never far sell version hop unfortunately truly chewy pancake think fudge whole muffin simply,bad, NO</s>,-2,-2,0
214,israel israeli arab peace kill civilian lebanese lebanon human palestinian innocent soldier occupy village gaza,good, YES</s>,2,2,1
215,engine lock radar detector station model break foot head injury pound pressure rock exhaust rocket,good, YES</s>,2,2,1
216,diet feed change pet vet switch formula wellness grain research kibble allergy eats science week,good, YES</s>,2,2,1
217,help chew hour honey energy minute night hair toy bone skin drop effect trip within,bad, NO</s>,-2,-2,0
218,cheese bread bake follow homemade spread slice spoon toast direction fry sandwich usual mustard oven,good, YES</s>,2,2,1
219,research center washington april national report health institute medical department among child page virginia study,good, YES</s>,2,2,1
220,function code text islam muslim null reference error subject date translation cipher gregg following jaeger,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESfunction code text islam muslim null reference error subject date translation cipher gregg following jaeger - NO</s>,2,-2,1
221,switch signal helmet audio input radio level output receiver local relay noise circuit paint build,good, YES</s>,2,2,1
222,bike speed turn apple mile tire simms fast wheel mouse brake rear driver front engine,bad, NO</s>,-2,-2,0
223,woman city building left home apartment father door face azerbaijani room neighbor sumgait later live,bad, YES</s>,2,-2,1
224,scsi controller fast interface transfer bios speed card jumper disk feature standard devices mode pope,bad, NO</s>,-2,-2,0
225,entry launch remark rule satellite european build contest player test francis given author canadian cipher,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESentry launch remark rule satellite european build contest player test francis given author canadian cipher - NO</s>,2,-2,1
226,piece beef jerky bowl turn break picky pill training dont two gravy eater cut bite,good, NO</s>,-2,2,0
227,father massacre begin jayne hole sport french soldier oracle russian creed cursor spirit erzurum view,bad," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YESfather, massacre, begin, jayne, hole, sport, french, soldier, oracle, russian, creed, cursor, spirit, erzurum, view - NO</s>",2,-2,1
228,picture keywords command risc fool instruction rose loss liar gain timer instructions cycle week blah,bad, NO</s>,-2,-2,0
229,land israel drug israeli country arab kill attack care money million company cause insurance jewish,good, YES</s>,2,2,1
