,text,true,model,model_extracted
696,command dealer saturn ford cycle loss deal arizona price duty deep newsreader small prof profit,-2,1,1
697,command dealer saturn newsreader loss ford deal price sales cycle small arizona deep ering customer,-2,1,1
698,command religious cycle atheism ford religion saturn prof dealer atheist duty response profit finally boot,-1,-1,-1
707,company insurance happy money private health america canadian liberal proposal perry care policy canada spend,0,1,1
708,company treat bell positive larc negative worry patient recent current lyme carl complaint strength reaction,-2,1,1
709,company treat bell positive larc negative worry patient recent lyme current carl complaint strength reaction,-1,1,1
710,company treat positive larc negative patient current bell worry carl lyme chen nasa nova culture,-2,1,1
719,context quote agree umich taking relay maybe death learn engin james kind ence feel argument,-2,1,1
720,controller scsi disk card bios interface feature jumper floppy speed fast transfer port board rate,1,1,1
721,controller scsi disk card bios interface feature jumper speed floppy fast transfer pope port mode,2,1,1
746,copy machine persian free sound anyway current public address easy company general several fast able,-2,1,1
747,copy offer monitor excellent manual asking sale title condition tape email trade original cover distribution,-2,1,1
748,copy offer monitor excellent manual asking sale title tape condition trade original email cover distribution,1,1,1
749,copy steve electronics thor libertarian bell steveh measure hendricks thanx fail regulation protection tamu limited,-2,-1,-1
750,copy steve thor electronics libertarian steveh hendricks eliminate tamu fail limited regulation failure snow swiss,-2,1,1
751,copy thor electronics libertarian steve bell steveh hendricks current measure fail free persian regulation limited,-2,-1,-1
752,copy thor electronics libertarian steveh bell steve hendricks keyboard current persian free fail measure company,-2,1,1
753,copy thor electronics libertarian steveh bell steve hendricks keyboard persian current free fail measure cluster,-2,1,1
754,copy thor persian libertarian steveh electronics keyboard free current company machine cluster anyway bell fail,-2,-1,-1
755,copy thor steve electronics libertarian bell steveh hendricks measure current fail regulation protection persian limited,-2,-1,-1
768,country action land force iran citizen house bosnia weapon majority federal constitution civil nation adam,0,1,1
769,country federal house iran civil bosnia force action majority constitution nation minority senate constitutional hallam,2,1,1
770,country federal house iran civil force bosnia action majority constitution senate constitutional minority nation iranian,2,1,1
771,country germany land german nazi money happy europe european waste race spend political canadian party,2,1,1
772,country iran house federal force constitution bosnia clinton action weapon majority civil senate center iranian,0,1,1
773,country iran house weapon force kill clinton action sphere arms amendment constitution public pres nuclear,-2,1,1
774,country iran nation house bosnia europe political majority federal civil minority hallam revolution social senate,-2,1,1
775,country kill weapon force iran action house religion land clinton citizen public arab arms nuclear,1,1,1
776,country land care germany happy money waste german health company proposal europe race european spend,2,1,1
777,country land citizen action adam force iran house civil majority nation bosnia minority federal freedom,0,1,1
778,country land germany german happy money care waste europe proposal european race health company spend,-1,1,1
779,country land germany german happy money waste nazi europe european race spend canadian proposal care,-1,-1,-1
780,country land germany german nazi money happy europe waste european race spend canadian care political,0,1,1
781,country land germany happy german care money waste health europe proposal company race european spend,-1,1,1
782,country nation iran political europe house bosnia majority hallam minority civil revolution democratic federal social,2,1,1
783,country nazi german germany land europe money party political european happy spend race waste history,2,1,1
784,country nazi germany german land europe money party european happy political race waste spend history,2,1,1
785,country nazi germany german land europe money party european happy political spend race waste history,2,1,1
786,court berkeley charge anti judge francisco lawyer legal copyright jacket property dangerous california museum police,0,1,1
789,cramer clayton free station uunet tool optilink image price service email mine option consent contact,-2,1,1
790,cramer clayton station uunet optilink mine consent free price pyram option service relations operator contact,-2,1,1
791,cramer image free clayton user email price incoming station optilink contact uunet design large cost,-2,1,1
792,cramer station clayton tool uunet mine optilink phone free option module consent plot service design,-2,1,1
793,cramer station clayton uunet tool mine optilink free phone module option consent service plot design,-2,1,1
794,crime criminal indiv self citizen public commit defense knife violent cause firearm abuse uals protect,2,1,1
795,crime criminal indiv self citizen public commit defense knife violent cause firearm uals abuse protect,2,1,1
796,crime criminal indiv self citizen public commit defense knife violent cause uals firearm abuse protect,2,1,1
797,crime criminal kill death self murder commit public defense knife child indiv violent firearm carry,2,1,1
798,crime criminal kill death self murder public commit defense knife child cause indiv firearm violent,2,1,1
799,crime criminal kill death self murder public commit defense knife child indiv cause violent firearm,2,-2,-2
800,crime criminal kill death self public murder commit defense knife child cause indiv firearm situation,2,1,1
801,crime criminal public commit self knife indiv defense violent kill murder firearm parent death drink,2,-1,-1
802,crime criminal self indiv public commit defense knife violent firearm kill citizen cause abuse protect,1,1,1
