,true,model,wordset,model_num,true_num
663,bad,good,city matthew young hang word judas greek hanging fall tree acts hearing sdsu present thus,2,-2
664,bad,good,city word matthew young hang judas greek hanging tree acts hearing fall sdsu specifically present,2,-2
665,rather_bad,good,city word matthew young hang judas greek hanging tree hearing acts fall sdsu specifically present,2,-1
666,rather_good,good,city young judas hanging acts present money sdsu tree bill thousand move election fall create,2,1
667,bad,good,city young judas hanging acts present sdsu money tree thousand move election fall bill decenso,2,-2
668,bad,bad,clinton class charles movie stup regard within plan frame bill sean supposedly success raise bush,-2,-2
669,rather_bad,bad,clinton class movie bill charles frame within plan sean regard bush quicktime animation administration stup,-2,-1
670,bad,bad,clinton class movie charles frame bill within plan sean regard bush quicktime animation administration mike,-2,-2
671,rather_bad,bad,clinton mike batf class bill within proper waco administration bush plan equipment unknown protect charles,-2,-1
672,bad,good,clinton mike batf class within bill proper administration equipment bush plan waco country working unknown,2,-2
673,rather_bad,good,clinton mike public bill fast package administration working drug batf general trade protect hunting firearm,2,-1
674,rather_bad,good,clinton mike within bill batf class administration equipment proper working country unknown bush plan fear,2,-1
675,bad,good,clinton movie bill class within frame plan charles sean animation regard mike administration bush full,2,-2
676,bad,good,clinton movie class bill frame plan within animation sean administration charles mike bush quicktime regard,2,-2
677,bad,good,clipper access division industry build married care email hockey error library company price phone routine,2,-2
678,bad,good,clipper access encryption chip player email hockey build price industry technology error phone care division,2,-2
679,rather_bad,good,clipper married access industry care division marriage email routine library technology encryption chip become phone,2,-1
684,good,good,code function message reference algorithm text method random cipher null crypt attack ripem cryptography length,2,2
685,bad,good,code function muslim text subject null islam error output application research reference open date unix,2,-2
686,good,good,code function reference text message algorithm method character random cipher null crypt ripem cryptography length,2,2
687,bad,good,code function subject muslim application null text research output jewish error build open islam reference,2,-2
688,good,good,code function text cipher null reference crypt random char error cryptography algorithm define message following,2,2
689,bad,good,code function text null cipher reference crypt char error muslim random cryptography define character gregg,2,-2
690,rather_bad,good,code object event method register routine generate algorithm simple easy public expose function polygon allow,2,-1
691,bad,good,code user event public register algorithm generate send window expose object patent drawing implementation export,2,-2
692,good,good,code user event public register algorithm generate window expose send export patent object graphics implementation,2,2
693,neutral,good,code user public event register algorithm generate send object expose patent drawing implementation domain contain,2,0
694,rather_bad,bad,colorado music letter flame argument conclusion fallacy motorcycle bruce therefore japanese letters club denizen japan,-2,-1
695,bad,good,command dealer deal price saturn newsreader ford loss sales small cycle arizona deep ering customer,2,-2
696,bad,good,command dealer saturn ford cycle loss deal arizona price duty deep newsreader small prof profit,2,-2
697,bad,bad,command dealer saturn newsreader loss ford deal price sales cycle small arizona deep ering customer,-2,-2
698,rather_bad,bad,command religious cycle atheism ford religion saturn prof dealer atheist duty response profit finally boot,-2,-1
707,neutral,bad,company insurance happy money private health america canadian liberal proposal perry care policy canada spend,-2,0
708,bad,good,company treat bell positive larc negative worry patient recent current lyme carl complaint strength reaction,2,-2
709,rather_bad,good,company treat bell positive larc negative worry patient recent lyme current carl complaint strength reaction,2,-1
710,bad,bad,company treat positive larc negative patient current bell worry carl lyme chen nasa nova culture,-2,-2
719,bad,good,context quote agree umich taking relay maybe death learn engin james kind ence feel argument,2,-2
720,rather_good,good,controller scsi disk card bios interface feature jumper floppy speed fast transfer port board rate,2,1
721,good,bad,controller scsi disk card bios interface feature jumper speed floppy fast transfer pope port mode,-2,2
746,bad,good,copy machine persian free sound anyway current public address easy company general several fast able,2,-2
747,bad,good,copy offer monitor excellent manual asking sale title condition tape email trade original cover distribution,2,-2
748,rather_good,good,copy offer monitor excellent manual asking sale title tape condition trade original email cover distribution,2,1
749,bad,good,copy steve electronics thor libertarian bell steveh measure hendricks thanx fail regulation protection tamu limited,2,-2
750,bad,bad,copy steve thor electronics libertarian steveh hendricks eliminate tamu fail limited regulation failure snow swiss,-2,-2
751,bad,bad,copy thor electronics libertarian steve bell steveh hendricks current measure fail free persian regulation limited,-2,-2
752,bad,bad,copy thor electronics libertarian steveh bell steve hendricks keyboard current persian free fail measure company,-2,-2
753,bad,good,copy thor electronics libertarian steveh bell steve hendricks keyboard persian current free fail measure cluster,2,-2
754,bad,good,copy thor persian libertarian steveh electronics keyboard free current company machine cluster anyway bell fail,2,-2
755,bad,bad,copy thor steve electronics libertarian bell steveh hendricks measure current fail regulation protection persian limited,-2,-2
768,neutral,good,country action land force iran citizen house bosnia weapon majority federal constitution civil nation adam,2,0
769,good,good,country federal house iran civil bosnia force action majority constitution nation minority senate constitutional hallam,2,2
770,good,bad,country federal house iran civil force bosnia action majority constitution senate constitutional minority nation iranian,-2,2
771,good,bad,country germany land german nazi money happy europe european waste race spend political canadian party,-2,2
772,neutral,bad,country iran house federal force constitution bosnia clinton action weapon majority civil senate center iranian,-2,0
