INPUT:wordset,OUTPUT:quality,OUTPUT:topic_name,topic_name_num
bible christ matthew church word lord father faith scripture heaven passage doctrine spirit holy teach,good,bible ,1
bible christ matthew church word lord father faith scripture heaven passage doctrine spirit holy teach,good,christianity ,1
bible christ matthew church word lord father faith scripture heaven passage doctrine spirit holy teach,good,religion,1
bible christ matthew church word lord father faith scripture heaven passage doctrine spirit holy teach,good,religion ,1
bible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith,good,christ,1
bible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith,good,christian ,1
bible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith,good,christianity,1
bible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith,good,holy book,1
bible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith,good,holy words,1
bible christ matthew lord faith heaven scripture teach father word mary save spirit love shall,good,bible,1
bible christ matthew lord faith heaven scripture teach father word mary save spirit love shall,good,god,1
bible christ matthew lord faith heaven scripture teach father word mary save spirit love shall,good,religion,1
bible christ matthew lord father faith word holy spirit scripture heaven teach doctrine passage church,good,bible,1
bible christ matthew lord father faith word holy spirit scripture heaven teach doctrine passage church,good,christianity,1
bible christ matthew lord father faith word holy spirit scripture heaven teach doctrine passage church,good,religion,2
bible christ matthew lord father faith word holy spirit scripture heaven teach passage doctrine mary,good,bible,1
bible christ matthew lord father faith word holy spirit scripture heaven teach passage doctrine mary,good,bible holy book,1
bible christ matthew lord father faith word holy spirit scripture heaven teach passage doctrine mary,good,christianity,2
bible christ matthew lord father faith word holy spirit scripture heaven teach passage doctrine mary,good,christianity ,1
bible christ matthew lord father faith word holy spirit scripture heaven teach passage doctrine mary,good,christianty,1
bible christ matthew lord father faith word holy spirit scripture heaven teach passage doctrine mary,good,religion ,1
bible christ matthew lord heaven scripture faith teach word father mary save spirit passage verse,good,christian,1
bible christ matthew lord heaven scripture faith teach word father mary save spirit passage verse,good,christianity,1
bible christ matthew lord heaven scripture faith teach word father mary save spirit passage verse,good,christianity ,1
bible christ matthew lord heaven scripture faith teach word father mary save spirit passage verse,good,religion,1
bible christ matthew lord heaven scripture faith teach word father mary save spirit passage verse,good,word of god,1
bible christ matthew lord heaven scripture faith word father teach mary passage spirit save verse,good,bible,2
bible christ matthew lord heaven scripture faith word father teach mary passage spirit save verse,good,religion,1
bible christ matthew lord heaven scripture faith word father teach mary passage spirit save verse,good,religion ,1
bible christ matthew word authority scripture human means passage truth always belief saying heaven coming,good,bible,2
bible christ matthew word authority scripture human means passage truth always belief saying heaven coming,good,bible ,1
bible christ matthew word authority scripture human means passage truth always belief saying heaven coming,good,christianity,1
bible christ matthew word authority scripture human means passage truth always saying belief coming mark,good,bible,1
bible christ matthew word authority scripture human means passage truth always saying belief coming mark,good,jesus belief,1
bible church christ faith matthew catholic scripture father lord word heaven holy spirit truth belief,good,christianity,2
bible church christ faith matthew catholic scripture father lord word heaven holy spirit truth belief,good,church,1
bible church christ faith matthew catholic scripture father lord word heaven holy spirit truth belief,good,religion,1
bible church christ faith matthew catholic scripture father lord word heaven holy spirit truth belief,good,religious,1
bible church christ faith matthew father scripture lord word catholic truth heaven holy belief spirit,good,church,1
bible church christ faith matthew father scripture lord word catholic truth heaven holy belief spirit,good,religion,1
bible church christ faith matthew father scripture lord word catholic truth heaven holy belief spirit,good,religion ,1
bible church christ faith matthew father scripture lord word catholic truth heaven holy belief spirit,good,religious,1
bible church christ faith matthew father word scripture truth lord belief heaven holy spirit authority,good,christianity,2
bible church christ faith matthew father word scripture truth lord belief heaven holy spirit authority,good,christianity ,1
bible church christ faith matthew father word scripture truth lord belief heaven holy spirit authority,good,jesus belif related,1
bible church christ faith matthew father word scripture truth lord belief heaven holy spirit authority,good,religion ,1
bible church christ faith matthew word father scripture truth belief lord heaven holy spirit authority,good,christian,1
bible church christ faith matthew word father scripture truth belief lord heaven holy spirit authority,good,christianism,1
bible church christ faith matthew word father scripture truth belief lord heaven holy spirit authority,good,christianity,1
