,wordset,all_topics,unsuitable_topics,suitable_topics
71,disk memory tape error instal floppy boot load swap install backup running crash device internal,"['disk', 'memory', 'tape', 'error', 'instal', 'floppy', 'boot', 'load', 'swap', 'install', 'backup', 'running', 'crash', 'device', 'internal']","['disk', 'load', 'backup', 'swap', 'instal', 'crash', 'error', 'internal', 'floppy', 'device', 'boot', 'running', 'memory', 'install']",['tape']
72,tasty cheese apple lunch crave crunchy healthier satisfy they're dip cheddar crisp school alternative yum,"['tasty', 'cheese', 'apple', 'lunch', 'crave', 'crunchy', 'healthier', 'satisfy', ""they're"", 'dip', 'cheddar', 'crisp', 'school', 'alternative', 'yum']",[],"[""they're"", 'yum', 'cheese', 'cheddar', 'school', 'apple', 'tasty', 'crisp', 'dip', 'satisfy', 'crunchy', 'crave', 'lunch', 'healthier', 'alternative']"
73,vanilla french aroma medium k-cup hint matcha bitterness creamer burnt caribou wolfgang press match puck,"['vanilla', 'french', 'aroma', 'medium', 'k-cup', 'hint', 'matcha', 'bitterness', 'creamer', 'burnt', 'caribou', 'wolfgang', 'press', 'match', 'puck']",[],"['burnt', 'puck', 'creamer', 'hint', 'bitterness', 'wolfgang', 'french', 'press', 'caribou', 'vanilla', 'k-cup', 'medium', 'matcha', 'match', 'aroma']"
74,free cooky butter peanut gluten cookie gum original sale melt vegan reasonable bake prime walmart,"['free', 'cooky', 'butter', 'peanut', 'gluten', 'cookie', 'gum', 'original', 'sale', 'melt', 'vegan', 'reasonable', 'bake', 'prime', 'walmart']","['melt', 'free', 'sale', 'reasonable', 'original', 'prime', 'walmart']","['bake', 'gluten', 'peanut', 'gum', 'cookie', 'butter', 'cooky', 'vegan']"
75,woman city home left building apartment father room mother door face neighbor azerbaijani later sumgait,"['woman', 'city', 'home', 'left', 'building', 'apartment', 'father', 'room', 'mother', 'door', 'face', 'neighbor', 'azerbaijani', 'later', 'sumgait']","['room', 'azerbaijani', 'neighbor', 'sumgait', 'apartment', 'home', 'city', 'building', 'door', 'face']","['woman', 'mother', 'later', 'left', 'father']"
76,atheist belief atheism existence faith ence religion universe religious theist cannot strong assume assumption prove,"['atheist', 'belief', 'atheism', 'existence', 'faith', 'ence', 'religion', 'universe', 'religious', 'theist', 'cannot', 'strong', 'assume', 'assumption', 'prove']","['strong', 'assumption', 'assume', 'atheism', 'existence', 'theist', 'atheist', 'religious', 'cannot', 'universe', 'prove', 'ence', 'religion', 'belief', 'faith']",[]
77,free gluten salmon balance wet turkey diet kitten natural ocean fussy since limit grain important,"['free', 'gluten', 'salmon', 'balance', 'wet', 'turkey', 'diet', 'kitten', 'natural', 'ocean', 'fussy', 'since', 'limit', 'grain', 'important']","['turkey', 'kitten']","['fussy', 'salmon', 'balance', 'free', 'important', 'gluten', 'grain', 'since', 'ocean', 'diet', 'natural', 'limit', 'wet']"
78,bitter almond blue cocoa iced magnesium wait grey diamond earl beat rda bowel nutrient blood,"['bitter', 'almond', 'blue', 'cocoa', 'iced', 'magnesium', 'wait', 'grey', 'diamond', 'earl', 'beat', 'rda', 'bowel', 'nutrient', 'blood']","['wait', 'blood', 'beat', 'rda', 'diamond', 'grey', 'earl', 'blue']","['magnesium', 'bitter', 'cocoa', 'bowel', 'nutrient', 'iced', 'almond']"
79,hot milk start n't cold stomach substitute warm shake soy nasty dissolve upset sensitive pain,"['hot', 'milk', 'start', ""n't"", 'cold', 'stomach', 'substitute', 'warm', 'shake', 'soy', 'nasty', 'dissolve', 'upset', 'sensitive', 'pain']","['dissolve', 'upset', 'pain', 'shake', ""n't""]","['sensitive', 'substitute', 'hot', 'milk', 'nasty', 'warm', 'cold', 'soy', 'start', 'stomach']"
80,thought end else stick cover boil air china burn min power die storage trick bully,"['thought', 'end', 'else', 'stick', 'cover', 'boil', 'air', 'china', 'burn', 'min', 'power', 'die', 'storage', 'trick', 'bully']",[],"['thought', 'china', 'die', 'end', 'trick', 'stick', 'air', 'power', 'storage', 'cover', 'bully', 'burn', 'min', 'boil', 'else']"
81,thor vice jake george informatik fail libertarian steve employer bony hamburg replace steveh hendricks carter,"['thor', 'vice', 'jake', 'george', 'informatik', 'fail', 'libertarian', 'steve', 'employer', 'bony', 'hamburg', 'replace', 'steveh', 'hendricks', 'carter']",[],"['replace', 'jake', 'libertarian', 'bony', 'vice', 'thor', 'steve', 'fail', 'steveh', 'hamburg', 'george', 'employer', 'informatik', 'carter', 'hendricks']"
82,unix resource server directory library user application type terminal release export contrib converter motif running,"['unix', 'resource', 'server', 'directory', 'library', 'user', 'application', 'type', 'terminal', 'release', 'export', 'contrib', 'converter', 'motif', 'running']","['user', 'type', 'resource', 'terminal', 'library', 'unix', 'contrib', 'server', 'application']","['export', 'motif', 'running', 'converter', 'release', 'directory']"
83,launch entry build satellite rule commercial european remark development market contest output project size test,"['launch', 'entry', 'build', 'satellite', 'rule', 'commercial', 'european', 'remark', 'development', 'market', 'contest', 'output', 'project', 'size', 'test']",[],"['size', 'project', 'satellite', 'remark', 'development', 'contest', 'output', 'rule', 'launch', 'build', 'european', 'commercial', 'market', 'test', 'entry']"
84,bottle glass lemon delivery mint sale peach broken usually forward offer plastic half prov mio,"['bottle', 'glass', 'lemon', 'delivery', 'mint', 'sale', 'peach', 'broken', 'usually', 'forward', 'offer', 'plastic', 'half', 'prov', 'mio']","['prov', 'mio', 'forward', 'usually']","['mint', 'bottle', 'peach', 'broken', 'half', 'sale', 'plastic', 'delivery', 'offer', 'lemon', 'glass']"
85,food language gatech study purdue prism double ence georgia rochester clarkson baltimore atlanta chinese technology,"['food', 'language', 'gatech', 'study', 'purdue', 'prism', 'double', 'ence', 'georgia', 'rochester', 'clarkson', 'baltimore', 'atlanta', 'chinese', 'technology']","['ence', 'language', 'prism']","['gatech', 'atlanta', 'chinese', 'georgia', 'study', 'double', 'clarkson', 'baltimore', 'rochester', 'food', 'technology', 'purdue']"
86,last receive open couple case they're that's half week jar usually seed pouch return part,"['last', 'receive', 'open', 'couple', 'case', ""they're"", ""that's"", 'half', 'week', 'jar', 'usually', 'seed', 'pouch', 'return', 'part']",[],"['pouch', 'open', ""they're"", 'half', 'usually', 'couple', 'week', 'case', 'part', 'return', 'jar', 'seed', ""that's"", 'receive', 'last']"
87,turkish turk turkey greek armenia genoc russian today henrik history soviet muslim greece argic ottoman,"['turkish', 'turk', 'turkey', 'greek', 'armenia', 'genoc', 'russian', 'today', 'henrik', 'history', 'soviet', 'muslim', 'greece', 'argic', 'ottoman']","['argic', 'henrik']","['history', 'armenia', 'ottoman', 'turk', 'russian', 'soviet', 'muslim', 'greece', 'turkish', 'greek', 'today', 'turkey', 'genoc']"
88,disk tape scsi memory swap floppy error driver adaptec boot works cause aspi install access,"['disk', 'tape', 'scsi', 'memory', 'swap', 'floppy', 'error', 'driver', 'adaptec', 'boot', 'works', 'cause', 'aspi', 'install', 'access']","['aspi', 'adaptec']","['disk', 'scsi', 'swap', 'works', 'error', 'tape', 'floppy', 'access', 'boot', 'driver', 'cause', 'memory', 'install']"
89,printer radio design technology quality laser byte print signal project cost component phone engineering engineer,"['printer', 'radio', 'design', 'technology', 'quality', 'laser', 'byte', 'print', 'signal', 'project', 'cost', 'component', 'phone', 'engineering', 'engineer']","['design', 'engineering', 'radio', 'engineer']","['component', 'phone', 'printer', 'quality', 'laser', 'signal', 'print', 'cost', 'byte', 'technology', 'project']"
90,favorite oil ever popcorn spice pop season cooking olive salad cocoa chai top black garlic,"['favorite', 'oil', 'ever', 'popcorn', 'spice', 'pop', 'season', 'cooking', 'olive', 'salad', 'cocoa', 'chai', 'top', 'black', 'garlic']","['chai', 'favorite', 'top', 'pop', 'black', 'ever', 'season']","['cooking', 'spice', 'cocoa', 'olive', 'salad', 'garlic', 'popcorn', 'oil']"
91,south george island secret ship military british jake employer bony rockefeller nuclear york naval plan,"['south', 'george', 'island', 'secret', 'ship', 'military', 'british', 'jake', 'employer', 'bony', 'rockefeller', 'nuclear', 'york', 'naval', 'plan']","['jake', 'rockefeller', 'bony', 'george', 'employer']","['nuclear', 'military', 'naval', 'ship', 'plan', 'secret', 'south', 'york', 'british', 'island']"
92,research phone center organization technology office institute department national email engineering conference contact computing virginia,"['research', 'phone', 'center', 'organization', 'technology', 'office', 'institute', 'department', 'national', 'email', 'engineering', 'conference', 'contact', 'computing', 'virginia']","['center', 'organization', 'national', 'virginia', 'phone', 'email', 'technology']","['computing', 'research', 'department', 'conference', 'engineering', 'contact', 'office', 'institute']"
93,ground water food wire cause disease patient doctor test medical health light study engine current,"['ground', 'water', 'food', 'wire', 'cause', 'disease', 'patient', 'doctor', 'test', 'medical', 'health', 'light', 'study', 'engine', 'current']","['disease', 'engine', 'doctor', 'water', 'study', 'medical', 'light', 'health', 'ground', 'food', 'current', 'wire', 'cause', 'test']",['patient']
94,player season hockey league baseball goal division period pittsburgh leaf next pick boston chicago score,"['player', 'season', 'hockey', 'league', 'baseball', 'goal', 'division', 'period', 'pittsburgh', 'leaf', 'next', 'pick', 'boston', 'chicago', 'score']","['league', 'player', 'leaf', 'chicago', 'next', 'boston', 'pick', 'goal', 'division', 'baseball', 'score', 'season', 'period', 'pittsburgh', 'hockey']",[]
95,bottle glass lemon mint prov plastic peach sparkle mio tip squirt half tap iced grab,"['bottle', 'glass', 'lemon', 'mint', 'prov', 'plastic', 'peach', 'sparkle', 'mio', 'tip', 'squirt', 'half', 'tap', 'iced', 'grab']","['prov', 'grab', 'plastic', 'lemon', 'tip']","['mint', 'mio', 'bottle', 'tap', 'peach', 'half', 'squirt', 'sparkle', 'iced', 'glass']"
96,doctor disease patient treatment cand cause test treat yeast medicine blood medical body symptom infection,"['test', 'doctor', 'medical', 'treat', 'symptom', 'treatment', 'yeast', 'infection', 'patient', 'blood', 'disease', 'cand', 'body', 'cause', 'medicine']","['disease', 'blood', 'doctor', 'yeast', 'test', 'medicine', 'symptom', 'body', 'medical', 'patient', 'infection', 'treatment', 'cand', 'cause', 'treat']",[]
97,ground water food wire disease cause engine test light patient current study hole henry science,"['ground', 'water', 'food', 'wire', 'disease', 'cause', 'engine', 'test', 'light', 'patient', 'current', 'study', 'hole', 'henry', 'science']",['science'],"['disease', 'engine', 'water', 'study', 'hole', 'patient', 'light', 'ground', 'food', 'current', 'wire', 'cause', 'test', 'henry']"
98,vanilla keurig k-cups light french k-cup aroma medium chai matcha brewer starbucks hint blend mountain,"['vanilla', 'keurig', 'k-cups', 'light', 'french', 'k-cup', 'aroma', 'medium', 'chai', 'matcha', 'brewer', 'starbucks', 'hint', 'blend', 'mountain']","['chai', 'hint', 'mountain', 'keurig', 'vanilla', 'matcha']","['starbucks', 'blend', 'light', 'french', 'k-cup', 'k-cups', 'medium', 'brewer', 'aroma']"
99,player season hockey league goal period pick division shot leaf pittsburgh boston score playoff mike,"['player', 'season', 'hockey', 'league', 'goal', 'period', 'pick', 'division', 'shot', 'leaf', 'pittsburgh', 'boston', 'score', 'playoff', 'mike']","['league', 'player', 'playoff', 'boston', 'pick', 'goal', 'season', 'period', 'score', 'hockey']","['leaf', 'division', 'shot', 'pittsburgh', 'mike']"
100,nasa earth orbit science mission library launch moon code news access reference shuttle general satellite,"['nasa', 'earth', 'orbit', 'science', 'mission', 'library', 'launch', 'moon', 'code', 'news', 'access', 'reference', 'shuttle', 'general', 'satellite']","['moon', 'orbit', 'earth', 'nasa', 'science', 'launch']","['shuttle', 'news', 'satellite', 'general', 'mission', 'reference', 'library', 'access', 'code']"
101,rule entry test output define section size check count return build author remark larry open,"['rule', 'entry', 'test', 'output', 'define', 'section', 'size', 'check', 'count', 'return', 'build', 'author', 'remark', 'larry', 'open']",[],"['define', 'count', 'size', 'open', 'remark', 'rule', 'section', 'return', 'build', 'check', 'output', 'author', 'larry', 'test', 'entry']"
102,nasa earth orbit mission launch moon satellite shuttle lunar probe spacecraft flight mars rocket solar,"['nasa', 'earth', 'orbit', 'mission', 'launch', 'moon', 'satellite', 'shuttle', 'lunar', 'probe', 'spacecraft', 'flight', 'mars', 'rocket', 'solar']","['moon', 'solar', 'orbit', 'shuttle', 'earth', 'satellite', 'nasa', 'mission', 'rocket', 'flight', 'launch', 'lunar', 'spacecraft', 'mars']",['probe']
103,easy fruit top family plus nut apple cake hit mixed egg caramel extra banana mess,"['easy', 'fruit', 'top', 'family', 'plus', 'nut', 'apple', 'cake', 'hit', 'mixed', 'egg', 'caramel', 'extra', 'banana', 'mess']",[],"['mixed', 'egg', 'caramel', 'cake', 'fruit', 'family', 'extra', 'banana', 'mess', 'nut', 'top', 'easy', 'hit', 'apple', 'plus']"
104,dead body town shot duke professor mountain azerbaijan soviet massacre azeri kill escape azerbaijani region,"['dead', 'body', 'town', 'shot', 'duke', 'professor', 'mountain', 'azerbaijan', 'soviet', 'massacre', 'azeri', 'kill', 'escape', 'azerbaijani', 'region']","['professor', 'town', 'duke', 'mountain', 'azerbaijan']","['region', 'azerbaijani', 'massacre', 'dead', 'azeri', 'soviet', 'shot', 'kill', 'escape', 'body']"
105,snack chip healthy tasty family they're cheese potato apple quick alternative salty lunch satisfy crave,"['snack', 'chip', 'healthy', 'tasty', 'family', ""they're"", 'cheese', 'potato', 'apple', 'quick', 'alternative', 'salty', 'lunch', 'satisfy', 'crave']",[],"['quick', ""they're"", 'family', 'healthy', 'chip', 'cheese', 'lunch', 'tasty', 'apple', 'crave', 'satisfy', 'snack', 'potato', 'salty', 'alternative']"
106,vanilla keurig k-cups french k-cup aroma light medium chai blend matcha hint starbucks creamer roast,"['vanilla', 'keurig', 'k-cups', 'french', 'k-cup', 'aroma', 'light', 'medium', 'chai', 'blend', 'matcha', 'hint', 'starbucks', 'creamer', 'roast']","['light', 'aroma']","['starbucks', 'chai', 'creamer', 'blend', 'hint', 'french', 'keurig', 'vanilla', 'k-cup', 'k-cups', 'medium', 'matcha', 'roast']"
107,say can't regular least wait cocoa beat alot needle yorkshire stem imagine one's mean string,"['say', ""can't"", 'regular', 'least', 'wait', 'cocoa', 'beat', 'alot', 'needle', 'yorkshire', 'stem', 'imagine', ""one's"", 'mean', 'string']",[],"['wait', 'beat', 'least', 'regular', 'mean', 'imagine', 'cocoa', 'yorkshire', 'stem', 'say', ""can't"", ""one's"", 'needle', 'alot', 'string']"
108,weapon firearm carry police license handgun safety semi auto automatic revolver officer section bill rifle,"['weapon', 'firearm', 'carry', 'police', 'license', 'handgun', 'safety', 'semi', 'auto', 'automatic', 'revolver', 'officer', 'section', 'bill', 'rifle']","['bill', 'carry', 'semi', 'section', 'auto', 'revolver']","['officer', 'firearm', 'handgun', 'automatic', 'rifle', 'weapon', 'police', 'license', 'safety']"
109,sweet delicious bar milk cereal texture nut yummy almond fill cinnamon oatmeal definitely granola strawberry,"['sweet', 'delicious', 'bar', 'milk', 'cereal', 'texture', 'nut', 'yummy', 'almond', 'fill', 'cinnamon', 'oatmeal', 'definitely', 'granola', 'strawberry']","['fill', 'bar', 'cereal', 'milk', 'strawberry', 'granola', 'delicious', 'definitely', 'oatmeal', 'cinnamon', 'sweet', 'texture', 'yummy', 'almond']",['nut']
